age,job,marital,education,default,housing,loan,helper,contact,month,year,date,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
29,unemployed,single,university.degree,no,no,no,29unemployedsingleuniversity.degreenononothu297,telephone,may,2008,,thu,297,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
50,management,married,university.degree,no,yes,yes,50managementmarrieduniversity.degreenoyesyesfri206,cellular,apr,2009,,fri,206,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
30,blue-collar,single,university.degree,no,no,no,30blue-collarsingleuniversity.degreenononofri245,telephone,may,2008,,fri,245,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
58,self-employed,divorced,university.degree,no,yes,no,58self-employeddivorceduniversity.degreenoyesnothu548,cellular,jul,2008,,thu,548,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
52,blue-collar,married,basic.9y,no,no,yes,52blue-collarmarriedbasic.9ynonoyesfri112,cellular,aug,2008,,fri,112,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
32,entrepreneur,married,university.degree,no,yes,yes,32entrepreneurmarrieduniversity.degreenoyesyesmon249,telephone,nov,2008,,mon,249,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
55,retired,married,basic.6y,unknown,yes,yes,55retiredmarriedbasic.6yunknownyesyestue632,cellular,jul,2008,,tue,632,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
49,technician,married,professional.course,unknown,yes,no,49technicianmarriedprofessional.courseunknownyesnothu219,telephone,jul,2008,,thu,219,12,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
35,admin.,single,university.degree,no,no,no,35admin.singleuniversity.degreenononofri14,cellular,jul,2008,,fri,14,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
41,blue-collar,divorced,basic.6y,no,yes,no,41blue-collardivorcedbasic.6ynoyesnofri160,telephone,may,2008,,fri,160,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,blue-collar,married,basic.6y,no,no,yes,44blue-collarmarriedbasic.6ynonoyesthu244,cellular,may,2009,,thu,244,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
35,technician,married,professional.course,no,no,no,35technicianmarriedprofessional.coursenononowed427,cellular,nov,2008,,wed,427,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
44,admin.,married,university.degree,no,no,no,44admin.marrieduniversity.degreenononotue102,cellular,aug,2008,,tue,102,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
27,technician,single,basic.9y,no,yes,no,27techniciansinglebasic.9ynoyesnowed131,cellular,apr,2009,,wed,131,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
35,self-employed,married,university.degree,no,yes,no,35self-employedmarrieduniversity.degreenoyesnothu269,cellular,jun,2009,,thu,269,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
33,admin.,single,university.degree,no,yes,no,33admin.singleuniversity.degreenoyesnowed101,cellular,nov,2008,,wed,101,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no
35,admin.,married,high.school,no,yes,no,35admin.marriedhigh.schoolnoyesnofri121,cellular,may,2009,,fri,121,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no
32,management,single,university.degree,no,no,no,32managementsingleuniversity.degreenononofri221,cellular,jul,2010,,fri,221,4,16,1,success,-1.7,94.215,-40.3,0.896,4991.6,no
39,entrepreneur,single,university.degree,no,yes,no,39entrepreneursingleuniversity.degreenoyesnothu43,telephone,may,2008,,thu,43,9,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
53,blue-collar,married,high.school,unknown,yes,yes,53blue-collarmarriedhigh.schoolunknownyesyesmon62,cellular,apr,2009,,mon,62,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
26,admin.,single,high.school,no,no,no,26admin.singlehigh.schoolnononofri134,cellular,jul,2008,,fri,134,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
25,self-employed,single,university.degree,no,no,no,25self-employedsingleuniversity.degreenononomon178,telephone,jun,2008,,mon,178,7,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
39,blue-collar,married,basic.9y,no,no,no,39blue-collarmarriedbasic.9ynononotue302,telephone,may,2008,,tue,302,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
33,admin.,married,university.degree,unknown,yes,yes,33admin.marrieduniversity.degreeunknownyesyesthu259,cellular,aug,2008,,thu,259,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
63,management,married,basic.4y,unknown,yes,no,63managementmarriedbasic.4yunknownyesnotue131,cellular,nov,2009,,tue,131,4,999,2,failure,-3.4,92.649,-30.1,0.715,5017.5,yes
59,retired,married,basic.4y,no,no,yes,59retiredmarriedbasic.4ynonoyesthu22,telephone,jul,2008,,thu,22,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
52,self-employed,single,professional.course,no,no,yes,52self-employedsingleprofessional.coursenonoyesthu139,cellular,nov,2008,,thu,139,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
25,blue-collar,single,basic.9y,no,yes,yes,25blue-collarsinglebasic.9ynoyesyeswed322,cellular,jul,2008,,wed,322,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29,blue-collar,married,basic.9y,no,no,no,29blue-collarmarriedbasic.9ynononowed54,cellular,may,2009,,wed,54,1,6,1,success,-1.8,92.893,-46.2,1.281,5099.1,no
48,entrepreneur,married,basic.9y,unknown,no,no,48entrepreneurmarriedbasic.9yunknownnonowed487,cellular,may,2009,,wed,487,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
35,admin.,married,university.degree,no,yes,no,35admin.marrieduniversity.degreenoyesnowed376,cellular,may,2009,,wed,376,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
39,technician,married,professional.course,no,yes,no,39technicianmarriedprofessional.coursenoyesnothu202,cellular,jul,2010,,thu,202,1,999,1,failure,-1.7,94.215,-40.3,0.81,4991.6,no
31,admin.,single,university.degree,no,no,no,31admin.singleuniversity.degreenononofri162,telephone,may,2008,,fri,162,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
28,blue-collar,single,professional.course,no,yes,no,28blue-collarsingleprofessional.coursenoyesnomon113,cellular,may,2009,,mon,113,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
40,self-employed,married,high.school,no,no,no,40self-employedmarriedhigh.schoolnononomon521,cellular,jul,2008,,mon,521,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
39,admin.,married,university.degree,no,no,no,39admin.marrieduniversity.degreenononomon69,telephone,jun,2008,,mon,69,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
41,blue-collar,married,basic.4y,no,yes,no,41blue-collarmarriedbasic.4ynoyesnotue281,telephone,jul,2008,,tue,281,3,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
39,housemaid,married,professional.course,no,yes,no,39housemaidmarriedprofessional.coursenoyesnofri80,cellular,aug,2008,,fri,80,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
30,self-employed,married,professional.course,no,yes,no,30self-employedmarriedprofessional.coursenoyesnotue98,cellular,may,2009,,tue,98,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
40,management,married,basic.9y,no,yes,yes,40managementmarriedbasic.9ynoyesyesfri162,telephone,jun,2008,,fri,162,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
32,technician,married,professional.course,no,yes,yes,32technicianmarriedprofessional.coursenoyesyesmon330,cellular,jul,2008,,mon,330,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
37,admin.,divorced,university.degree,no,yes,yes,37admin.divorceduniversity.degreenoyesyestue211,cellular,aug,2008,,tue,211,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
52,admin.,married,university.degree,no,no,no,52admin.marrieduniversity.degreenononothu195,cellular,may,2010,,thu,195,1,999,0,nonexistent,-1.8,93.876,-40,0.677,5008.7,yes
28,student,single,basic.9y,no,yes,no,28studentsinglebasic.9ynoyesnotue156,cellular,mar,2009,,tue,156,1,999,0,nonexistent,-1.8,92.843,-50,1.799,5099.1,yes
43,blue-collar,married,high.school,no,yes,no,43blue-collarmarriedhigh.schoolnoyesnowed294,telephone,may,2008,,wed,294,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
31,admin.,single,university.degree,unknown,yes,no,31admin.singleuniversity.degreeunknownyesnotue112,cellular,aug,2008,,tue,112,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
45,housemaid,divorced,university.degree,no,no,no,45housemaiddivorceduniversity.degreenononotue834,telephone,may,2008,,tue,834,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
47,blue-collar,divorced,basic.4y,no,yes,no,47blue-collardivorcedbasic.4ynoyesnomon149,cellular,aug,2008,,mon,149,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
58,admin.,divorced,university.degree,no,yes,no,58admin.divorceduniversity.degreenoyesnowed244,telephone,may,2008,,wed,244,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
33,technician,single,high.school,no,yes,no,33techniciansinglehigh.schoolnoyesnofri270,cellular,jul,2008,,fri,270,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,blue-collar,single,university.degree,unknown,no,no,28blue-collarsingleuniversity.degreeunknownnonowed169,cellular,may,2009,,wed,169,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
47,admin.,married,university.degree,unknown,no,no,47admin.marrieduniversity.degreeunknownnonothu252,telephone,jun,2008,,thu,252,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
38,blue-collar,single,high.school,no,no,no,38blue-collarsinglehigh.schoolnononotue450,telephone,mar,2010,,tue,450,3,6,2,success,-1.8,93.369,-34.8,0.652,5008.7,yes
60,management,married,university.degree,no,yes,no,60managementmarrieduniversity.degreenoyesnothu89,telephone,jun,2008,,thu,89,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
28,admin.,single,university.degree,no,yes,no,28admin.singleuniversity.degreenoyesnofri1128,telephone,may,2008,,fri,1128,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
33,self-employed,single,university.degree,no,yes,no,33self-employedsingleuniversity.degreenoyesnomon265,cellular,mar,2010,,mon,265,2,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,yes
41,entrepreneur,divorced,basic.9y,no,yes,yes,41entrepreneurdivorcedbasic.9ynoyesyesthu219,cellular,jul,2008,,thu,219,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
33,student,single,unknown,no,yes,yes,33studentsingleunknownnoyesyestue203,cellular,aug,2009,,tue,203,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no
41,management,married,high.school,unknown,yes,no,41managementmarriedhigh.schoolunknownyesnotue527,cellular,may,2009,,tue,527,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
30,student,single,unknown,no,yes,no,30studentsingleunknownnoyesnowed176,cellular,apr,2009,,wed,176,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
54,self-employed,divorced,high.school,unknown,no,no,54self-employeddivorcedhigh.schoolunknownnonomon178,telephone,jul,2008,,mon,178,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
46,technician,single,professional.course,no,no,no,46techniciansingleprofessional.coursenononothu128,cellular,aug,2008,,thu,128,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
32,blue-collar,married,high.school,no,no,no,32blue-collarmarriedhigh.schoolnononowed259,cellular,jul,2008,,wed,259,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
42,technician,single,university.degree,no,yes,no,42techniciansingleuniversity.degreenoyesnomon33,cellular,may,2009,,mon,33,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
29,admin.,single,university.degree,no,no,no,29admin.singleuniversity.degreenononomon87,cellular,oct,2009,,mon,87,2,999,1,failure,-3.4,92.431,-26.9,0.731,5017.5,no
41,blue-collar,married,unknown,unknown,no,no,41blue-collarmarriedunknownunknownnonowed516,cellular,jul,2008,,wed,516,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
24,blue-collar,single,basic.6y,no,no,no,24blue-collarsinglebasic.6ynononowed115,telephone,jul,2008,,wed,115,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
44,technician,divorced,unknown,no,no,no,44techniciandivorcedunknownnononotue222,telephone,jul,2008,,tue,222,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
58,retired,married,basic.4y,no,yes,no,58retiredmarriedbasic.4ynoyesnotue79,cellular,jun,2009,,tue,79,2,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,no
31,admin.,married,high.school,no,no,yes,31admin.marriedhigh.schoolnonoyesthu349,telephone,may,2008,,thu,349,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
34,services,single,basic.9y,no,no,no,34servicessinglebasic.9ynononowed308,cellular,may,2009,,wed,308,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
44,admin.,married,high.school,no,yes,no,44admin.marriedhigh.schoolnoyesnowed97,cellular,jul,2008,,wed,97,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
59,blue-collar,married,basic.4y,no,no,no,59blue-collarmarriedbasic.4ynononothu190,cellular,may,2009,,thu,190,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
34,technician,single,university.degree,no,no,no,34techniciansingleuniversity.degreenononothu214,telephone,aug,2008,,thu,214,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
48,management,married,university.degree,no,yes,no,48managementmarrieduniversity.degreenoyesnomon112,cellular,nov,2008,,mon,112,1,4,1,success,-0.1,93.2,-42,4.191,5195.8,no
47,admin.,single,university.degree,no,no,no,47admin.singleuniversity.degreenononotue193,cellular,nov,2009,,tue,193,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,no
54,housemaid,married,basic.4y,unknown,no,no,54housemaidmarriedbasic.4yunknownnonotue164,cellular,jul,2008,,tue,164,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
44,blue-collar,married,high.school,unknown,yes,no,44blue-collarmarriedhigh.schoolunknownyesnothu253,cellular,apr,2009,,thu,253,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
31,management,single,university.degree,unknown,yes,no,31managementsingleuniversity.degreeunknownyesnofri15,telephone,jun,2008,,fri,15,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
34,blue-collar,married,professional.course,no,yes,no,34blue-collarmarriedprofessional.coursenoyesnomon210,telephone,may,2008,,mon,210,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
29,technician,single,basic.9y,no,unknown,unknown,29techniciansinglebasic.9ynounknownunknownmon116,telephone,apr,2009,,mon,116,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
38,technician,single,university.degree,no,yes,yes,38techniciansingleuniversity.degreenoyesyesthu245,telephone,may,2008,,thu,245,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
56,admin.,married,unknown,no,yes,no,56admin.marriedunknownnoyesnotue87,telephone,jun,2008,,tue,87,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
26,technician,single,professional.course,no,yes,no,26techniciansingleprofessional.coursenoyesnofri362,cellular,apr,2009,,fri,362,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
31,technician,divorced,high.school,no,no,no,31techniciandivorcedhigh.schoolnononofri129,cellular,aug,2008,,fri,129,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
31,admin.,single,university.degree,no,yes,no,31admin.singleuniversity.degreenoyesnotue116,telephone,jun,2008,,tue,116,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
57,blue-collar,married,basic.4y,no,no,no,57blue-collarmarriedbasic.4ynononothu134,cellular,aug,2008,,thu,134,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
36,blue-collar,married,basic.9y,no,no,yes,36blue-collarmarriedbasic.9ynonoyesfri118,cellular,jul,2008,,fri,118,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
43,unemployed,married,university.degree,unknown,unknown,unknown,43unemployedmarrieduniversity.degreeunknownunknownunknowntue87,telephone,may,2008,,tue,87,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,self-employed,married,basic.9y,unknown,yes,yes,46self-employedmarriedbasic.9yunknownyesyesmon140,telephone,may,2008,,mon,140,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
24,student,single,unknown,no,yes,no,24studentsingleunknownnoyesnowed222,cellular,sep,2010,,wed,222,1,17,4,failure,-1.1,94.199,-37.5,0.886,4963.6,no
37,blue-collar,single,professional.course,no,no,no,37blue-collarsingleprofessional.coursenononomon54,cellular,may,2009,,mon,54,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
33,technician,married,professional.course,no,yes,no,33technicianmarriedprofessional.coursenoyesnofri58,telephone,aug,2008,,fri,58,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
41,technician,single,high.school,no,yes,no,41techniciansinglehigh.schoolnoyesnowed88,cellular,aug,2008,,wed,88,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
53,housemaid,married,basic.4y,unknown,no,no,53housemaidmarriedbasic.4yunknownnonomon245,telephone,may,2008,,mon,245,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
51,admin.,divorced,high.school,no,yes,no,51admin.divorcedhigh.schoolnoyesnotue133,cellular,aug,2009,,tue,133,1,999,1,failure,-2.9,92.201,-31.4,0.838,5076.2,no
36,housemaid,divorced,university.degree,no,no,no,36housemaiddivorceduniversity.degreenononothu767,telephone,may,2008,,thu,767,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
47,admin.,married,university.degree,no,yes,no,47admin.marrieduniversity.degreenoyesnowed38,cellular,aug,2008,,wed,38,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
44,technician,divorced,professional.course,no,yes,no,44techniciandivorcedprofessional.coursenoyesnothu245,cellular,may,2009,,thu,245,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
45,services,married,professional.course,no,yes,yes,45servicesmarriedprofessional.coursenoyesyesmon307,cellular,jul,2008,,mon,307,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38,blue-collar,married,high.school,no,no,no,38blue-collarmarriedhigh.schoolnononomon340,telephone,apr,2009,,mon,340,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
36,technician,single,professional.course,unknown,no,no,36techniciansingleprofessional.courseunknownnonofri180,telephone,may,2008,,fri,180,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
30,blue-collar,single,professional.course,no,yes,no,30blue-collarsingleprofessional.coursenoyesnotue111,cellular,nov,2010,,tue,111,2,999,0,nonexistent,-1.1,94.767,-50.8,1.049,4963.6,no
55,management,married,university.degree,no,no,no,55managementmarrieduniversity.degreenononothu122,cellular,aug,2008,,thu,122,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
45,blue-collar,married,basic.9y,no,yes,no,45blue-collarmarriedbasic.9ynoyesnowed73,cellular,jul,2008,,wed,73,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
58,retired,divorced,university.degree,no,yes,no,58retireddivorceduniversity.degreenoyesnowed129,cellular,apr,2009,,wed,129,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,yes
33,management,single,university.degree,no,no,yes,33managementsingleuniversity.degreenonoyesfri71,telephone,may,2008,,fri,71,11,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
36,admin.,single,university.degree,no,yes,no,36admin.singleuniversity.degreenoyesnomon770,cellular,aug,2008,,mon,770,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33,self-employed,single,high.school,no,yes,yes,33self-employedsinglehigh.schoolnoyesyestue113,cellular,may,2009,,tue,113,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
44,services,divorced,high.school,no,yes,yes,44servicesdivorcedhigh.schoolnoyesyesmon164,cellular,nov,2008,,mon,164,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
30,services,single,high.school,no,yes,no,30servicessinglehigh.schoolnoyesnothu148,cellular,aug,2009,,thu,148,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,yes
25,student,single,high.school,no,no,no,25studentsinglehigh.schoolnononomon485,cellular,jun,2010,,mon,485,2,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,yes
56,unknown,married,basic.4y,no,yes,no,56unknownmarriedbasic.4ynoyesnomon106,cellular,aug,2008,,mon,106,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31,management,married,university.degree,no,no,no,31managementmarrieduniversity.degreenononofri238,cellular,may,2009,,fri,238,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
32,services,married,high.school,no,yes,yes,32servicesmarriedhigh.schoolnoyesyesmon6,cellular,apr,2009,,mon,6,6,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
31,blue-collar,single,basic.4y,no,no,yes,31blue-collarsinglebasic.4ynonoyeswed125,cellular,nov,2008,,wed,125,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
36,technician,single,professional.course,no,yes,no,36techniciansingleprofessional.coursenoyesnothu238,telephone,may,2008,,thu,238,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
41,housemaid,married,high.school,no,yes,no,41housemaidmarriedhigh.schoolnoyesnofri1074,telephone,nov,2008,,fri,1074,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,yes
55,blue-collar,married,basic.9y,unknown,yes,no,55blue-collarmarriedbasic.9yunknownyesnomon304,cellular,aug,2008,,mon,304,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
57,management,divorced,university.degree,no,no,no,57managementdivorceduniversity.degreenononofri111,telephone,may,2008,,fri,111,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
34,services,married,high.school,no,yes,no,34servicesmarriedhigh.schoolnoyesnofri320,cellular,may,2009,,fri,320,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
30,management,married,high.school,no,yes,no,30managementmarriedhigh.schoolnoyesnotue19,cellular,aug,2008,,tue,19,12,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
40,technician,married,university.degree,no,no,no,40technicianmarrieduniversity.degreenononomon342,cellular,aug,2008,,mon,342,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,unemployed,married,basic.9y,unknown,yes,no,41unemployedmarriedbasic.9yunknownyesnofri246,telephone,apr,2009,,fri,246,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
53,blue-collar,single,basic.9y,no,unknown,unknown,53blue-collarsinglebasic.9ynounknownunknownthu362,cellular,mar,2010,,thu,362,1,9,2,success,-1.8,93.369,-34.8,0.643,5008.7,yes
35,blue-collar,married,basic.9y,no,no,no,35blue-collarmarriedbasic.9ynononowed1259,cellular,jul,2008,,wed,1259,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
59,entrepreneur,married,university.degree,no,no,no,59entrepreneurmarrieduniversity.degreenononofri9,telephone,jun,2008,,fri,9,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
41,self-employed,married,basic.9y,no,yes,no,41self-employedmarriedbasic.9ynoyesnomon178,telephone,jun,2008,,mon,178,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
35,technician,married,professional.course,no,yes,yes,35technicianmarriedprofessional.coursenoyesyesthu77,cellular,jul,2008,,thu,77,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
41,admin.,divorced,high.school,no,no,no,41admin.divorcedhigh.schoolnononomon177,telephone,may,2008,,mon,177,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,admin.,single,university.degree,no,yes,no,32admin.singleuniversity.degreenoyesnothu250,cellular,jul,2010,,thu,250,2,6,1,success,-1.7,94.215,-40.3,0.846,4991.6,no
46,services,divorced,basic.9y,no,unknown,unknown,46servicesdivorcedbasic.9ynounknownunknownwed222,cellular,may,2009,,wed,222,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
60,self-employed,married,basic.9y,no,no,no,60self-employedmarriedbasic.9ynononotue17,cellular,aug,2008,,tue,17,13,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
34,admin.,married,university.degree,no,no,no,34admin.marrieduniversity.degreenononofri281,cellular,oct,2009,,fri,281,1,999,2,failure,-3.4,92.431,-26.9,0.73,5017.5,yes
48,admin.,married,high.school,no,no,no,48admin.marriedhigh.schoolnononotue82,telephone,may,2008,,tue,82,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
50,management,married,university.degree,no,yes,no,50managementmarrieduniversity.degreenoyesnothu161,cellular,jul,2008,,thu,161,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
43,admin.,married,high.school,no,no,no,43admin.marriedhigh.schoolnononofri1422,telephone,jun,2008,,fri,1422,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
46,services,divorced,basic.9y,no,no,no,46servicesdivorcedbasic.9ynononowed96,cellular,may,2009,,wed,96,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
50,entrepreneur,married,university.degree,no,no,no,50entrepreneurmarrieduniversity.degreenononomon408,cellular,nov,2008,,mon,408,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
30,technician,single,university.degree,no,yes,no,30techniciansingleuniversity.degreenoyesnowed215,cellular,aug,2008,,wed,215,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
44,blue-collar,married,basic.9y,no,yes,no,44blue-collarmarriedbasic.9ynoyesnothu121,cellular,jul,2008,,thu,121,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
37,management,married,unknown,no,no,no,37managementmarriedunknownnononowed149,cellular,dec,2009,,wed,149,3,999,0,nonexistent,-3,92.713,-33,0.715,5023.5,yes
23,services,single,high.school,no,unknown,unknown,23servicessinglehigh.schoolnounknownunknownwed1300,cellular,jul,2008,,wed,1300,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,admin.,married,university.degree,no,yes,no,32admin.marrieduniversity.degreenoyesnotue712,cellular,jun,2009,,tue,712,1,3,2,failure,-2.9,92.963,-40.8,1.262,5076.2,yes
36,technician,married,professional.course,no,yes,no,36technicianmarriedprofessional.coursenoyesnothu247,telephone,may,2008,,thu,247,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
40,services,married,basic.6y,unknown,no,no,40servicesmarriedbasic.6yunknownnonomon49,telephone,jun,2008,,mon,49,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
